AsOfDate,Company,Account,AU,Currency,PrimaryAccount,SecondaryAccount,GLBalance,iHUbBalance,BalanceDifference,MatchStatus
2023-01-04,00001,5811309,6895,AFN,Principal,Deferred Costs,39892,78351,-38459,Break
2023-01-21,00004,6153040,4975,ISO-4217,Principal,Deferred Costs,92501,113443,-20942,Break
2023-01-01,00006,7977797,2123,INR,Deferred Costs,Deferred Costs,69580,103515,-33935,Break
2023-01-11,00005,4366514,3215,USD,Principal,Principal,37296,107940,-70644,Break
2023-01-19,00004,2064166,6038,USD,Principal,Deferred Costs,102688,42025,60663,Break
2023-01-23,00006,1605337,2226,AFN,Principal,Deferred Costs,48617,77983,-29366,Break
2023-01-04,00002,4671743,3136,ALL,Principal,Deferred Costs,62649,105669,-43020,Break
2023-01-20,00006,5400870,5260,USD,Deferred Costs,Deferred Costs,78867,90419,-11552,Break
2023-01-14,00002,9261963,1647,AFN,Principal,Deferred Costs,59155,62719,-3564,Break
2023-01-10,00006,5058240,4205,AFN,Principal,Principal,93091,113761,-20670,Break
2023-01-13,00006,3140373,4503,EUR,Deferred Costs,Deferred Costs,93609,94860,-1251,Break
2023-01-16,00005,7024386,5294,USD,Principal,Deferred Costs,59786,31046,28740,Break
2023-01-25,00006,6771020,4034,USD,Deferred Costs,Deferred Costs,52734,36301,16433,Break
2023-01-17,00001,8118139,6973,AFN,Deferred Costs,Principal,76283,79224,-2941,Break
2023-01-02,00005,4004149,5811,EUR,Deferred Costs,Deferred Costs,87773,102431,-14658,Break
2023-01-13,00005,8704593,5023,INR,Principal,Deferred Costs,116737,115762,975,Break
2023-01-29,00003,7674555,5368,ISO-4217,Deferred Costs,Deferred Costs,56050,62717,-6667,Break
2023-01-30,00004,9535512,1649,ALL,Deferred Costs,Principal,58794,88661,-29867,Break
2023-01-18,00001,3546317,2709,EUR,Principal,Deferred Costs,53660,79928,-26268,Break
2023-01-30,00004,6845121,5285,EUR,Deferred Costs,Principal,67439,89892,-22453,Break
2023-01-26,00005,8720352,2856,INR,Principal,Principal,74154,72363,1791,Break
2023-01-13,00002,8827118,5158,EUR,Deferred Costs,Principal,42649,35641,7008,Break
2023-01-16,00001,6429032,2204,INR,Principal,Principal,80499,91455,-10956,Break
2023-01-15,00006,2905761,1629,ISO-4217,Principal,Deferred Costs,119188,62676,56512,Break
2023-01-28,00004,8370123,1542,INR,Principal,Deferred Costs,67332,35352,31980,Break
2023-01-21,00005,7176297,6814,ISO-4217,Principal,Principal,96707,74662,22045,Break
2023-01-04,00005,4654310,4356,INR,Deferred Costs,Deferred Costs,57032,87529,-30497,Break
2023-01-14,00006,8707583,1706,ALL,Principal,Principal,101828,99117,2711,Break
2023-01-17,00003,5629433,4391,EUR,Principal,Deferred Costs,83866,63151,20715,Break
2023-01-26,00003,9128243,3203,AFN,Deferred Costs,Deferred Costs,56225,116233,-60008,Break
2023-01-04,00003,3000051,3525,AFN,Deferred Costs,Deferred Costs,113881,35046,78835,Break
2023-01-27,00002,2847917,1085,EUR,Deferred Costs,Principal,33043,106194,-73151,Break
2023-01-29,00003,7087846,2706,INR,Principal,Principal,64502,95539,-31037,Break
2023-01-24,00005,9816387,4723,INR,Principal,Principal,61315,35661,25654,Break
2023-01-30,00005,8467988,1148,EUR,Principal,Deferred Costs,52902,66292,-13390,Break
2023-01-12,00006,6449816,2780,USD,Deferred Costs,Deferred Costs,83281,91868,-8587,Break
2023-01-01,00006,1512747,2498,USD,Principal,Deferred Costs,33523,30244,3279,Break
2023-01-23,00001,5755070,1831,ALL,Principal,Principal,38736,100147,-61411,Break
2023-01-25,00004,8147564,1640,ISO-4217,Deferred Costs,Principal,95819,100951,-5132,Break
2023-01-06,00006,7435432,6128,AFN,Deferred Costs,Deferred Costs,103333,69097,34236,Break
2023-01-12,00005,3206749,2012,ALL,Principal,Principal,35633,106163,-70530,Break
2023-01-25,00004,3076682,3657,INR,Principal,Deferred Costs,88032,78522,9510,Break
2023-01-23,00003,7982458,2013,ISO-4217,Deferred Costs,Principal,70573,59461,11112,Break
2023-01-28,00005,3285581,2769,EUR,Principal,Deferred Costs,112381,90382,21999,Break
2023-01-16,00003,1431916,1368,ISO-4217,Principal,Deferred Costs,113852,115954,-2102,Break
2023-01-12,00001,1126666,5454,ALL,Principal,Deferred Costs,59566,111572,-52006,Break
2023-01-21,00006,4415087,3209,USD,Principal,Principal,36234,113370,-77136,Break
2023-01-11,00006,7071816,1531,ISO-4217,Deferred Costs,Principal,79689,109663,-29974,Break
2023-01-27,00003,5401301,2254,INR,Deferred Costs,Principal,42883,49461,-6578,Break
2023-01-22,00003,8750775,2105,AFN,Principal,Deferred Costs,94932,67164,27768,Break
2023-01-14,00002,5671921,6135,ISO-4217,Principal,Deferred Costs,78541,97521,-18980,Break
2023-01-15,00004,4974044,2311,ISO-4217,Principal,Principal,100397,118491,-18094,Break
2023-01-02,00003,4786178,4649,INR,Principal,Deferred Costs,99788,110352,-10564,Break
2023-01-30,00003,6065033,4932,ISO-4217,Principal,Deferred Costs,119022,63810,55212,Break
2023-01-15,00005,2452957,1009,INR,Principal,Deferred Costs,108051,100335,7716,Break
2023-01-20,00002,2148970,1196,ALL,Principal,Principal,73031,113687,-40656,Break
2023-01-13,00005,3278644,4846,EUR,Deferred Costs,Principal,105786,86435,19351,Break
2023-01-30,00003,6038721,2506,AFN,Deferred Costs,Deferred Costs,118135,76977,41158,Break
2023-01-07,00006,5593953,5152,ISO-4217,Principal,Deferred Costs,31311,50794,-19483,Break
2023-01-29,00001,9247950,2345,ISO-4217,Principal,Principal,84259,32442,51817,Break
2023-01-26,00002,1421267,1122,AFN,Deferred Costs,Principal,51102,102879,-51777,Break
2023-01-13,00006,2081825,5292,ISO-4217,Deferred Costs,Principal,47432,99153,-51721,Break
2023-01-16,00001,8248199,2870,USD,Principal,Principal,55885,79109,-23224,Break
2023-01-14,00004,6943066,1942,EUR,Deferred Costs,Principal,62804,79214,-16410,Break
2023-01-16,00001,9785092,3523,ALL,Principal,Deferred Costs,75356,78953,-3597,Break
2023-01-26,00004,9493530,6180,EUR,Principal,Deferred Costs,76064,41232,34832,Break
2023-01-20,00005,2634521,6868,ISO-4217,Deferred Costs,Principal,101029,48156,52873,Break
2023-01-29,00005,5364638,2261,ISO-4217,Deferred Costs,Deferred Costs,55233,72685,-17452,Break
2023-01-28,00005,7018111,1110,USD,Principal,Principal,96278,45964,50314,Break
2023-01-01,00005,4773483,2758,USD,Deferred Costs,Principal,93930,113715,-19785,Break
2023-01-21,00003,1234828,5632,ALL,Principal,Principal,33701,46969,-13268,Break
2023-01-01,00006,4767349,2991,USD,Deferred Costs,Deferred Costs,60526,33094,27432,Break
2023-01-21,00006,9377897,5545,EUR,Deferred Costs,Deferred Costs,105086,100286,4800,Break
2023-01-28,00002,2412335,6021,ALL,Principal,Deferred Costs,78134,113045,-34911,Break
2023-01-20,00005,7005793,1325,USD,Principal,Deferred Costs,92902,77158,15744,Break
2023-01-22,00004,9581765,3118,EUR,Deferred Costs,Deferred Costs,46778,65784,-19006,Break
2023-01-16,00002,3388598,2452,AFN,Principal,Deferred Costs,56468,42035,14433,Break
2023-01-17,00002,4884514,1790,ISO-4217,Principal,Deferred Costs,33133,66618,-33485,Break
2023-01-22,00004,2408647,4687,AFN,Principal,Deferred Costs,37276,116412,-79136,Break
2023-01-13,00003,4660746,5223,ISO-4217,Deferred Costs,Principal,84088,50551,33537,Break
2023-01-24,00001,3354776,1564,INR,Principal,Deferred Costs,76390,101800,-25410,Break
2023-01-23,00004,6701648,1782,EUR,Principal,Principal,49915,73395,-23480,Break
2023-01-07,00003,9476256,4086,ISO-4217,Deferred Costs,Principal,72678,99902,-27224,Break
2023-01-30,00006,1942636,2014,EUR,Deferred Costs,Deferred Costs,59539,83085,-23546,Break
2023-01-04,00003,1526186,5411,USD,Deferred Costs,Deferred Costs,30319,113357,-83038,Break
2023-01-13,00001,1289023,1823,USD,Deferred Costs,Principal,73959,101195,-27236,Break
2023-01-01,00002,8719813,3909,ALL,Deferred Costs,Principal,82115,90458,-8343,Break
2023-01-19,00004,6956254,6857,INR,Deferred Costs,Principal,49583,67338,-17755,Break
2023-01-12,00001,7146792,1934,AFN,Principal,Deferred Costs,60827,102038,-41211,Break
2023-01-20,00006,5721126,5548,INR,Principal,Principal,115318,49291,66027,Break
2023-01-20,00002,6211594,3766,EUR,Principal,Deferred Costs,106319,43516,62803,Break
2023-01-03,00006,4503608,5926,INR,Deferred Costs,Principal,103922,114677,-10755,Break
2023-01-07,00003,7815203,3384,ISO-4217,Deferred Costs,Principal,99118,100642,-1524,Break
2023-01-16,00006,4294441,4437,EUR,Principal,Principal,60287,109486,-49199,Break
2023-01-30,00004,2157442,5833,INR,Principal,Principal,112591,90825,21766,Break
2023-01-12,00004,4337152,3894,ALL,Principal,Principal,31114,74229,-43115,Break
2023-01-07,00004,2533292,5907,USD,Principal,Principal,76561,95537,-18976,Break
2023-01-25,00001,9404909,2522,USD,Deferred Costs,Deferred Costs,103653,52053,51600,Break
2023-01-30,00005,2510133,3812,AFN,Principal,Deferred Costs,41380,95023,-53643,Break
2023-01-15,00002,3361731,4446,ISO-4217,Principal,Principal,69472,117259,-47787,Break
2023-01-10,00004,7492111,1927,AFN,Principal,Principal,71451,110951,-39500,Break
2023-01-15,00006,9170979,3565,AFN,Principal,Principal,80617,107592,-26975,Break
2023-01-29,00002,2706236,4176,ISO-4217,Principal,Principal,32486,80804,-48318,Break
2023-01-02,00001,1667349,3417,EUR,Principal,Principal,67004,86850,-19846,Break
2023-01-10,00005,8741181,3460,ALL,Deferred Costs,Principal,32406,35601,-3195,Break
2023-01-05,00005,8752219,1824,INR,Principal,Principal,89617,73909,15708,Break
2023-01-23,00005,4305584,2174,ALL,Principal,Principal,75947,107610,-31663,Break
2023-01-23,00002,5579971,2250,AFN,Principal,Deferred Costs,43680,101034,-57354,Break
2023-01-08,00003,3310474,3285,ALL,Deferred Costs,Principal,109518,50172,59346,Break
2023-01-12,00002,6360638,1962,AFN,Principal,Principal,70456,107312,-36856,Break
2023-01-16,00005,9921865,4967,USD,Principal,Principal,74646,63631,11015,Break
2023-01-06,00003,4920317,1768,ALL,Deferred Costs,Deferred Costs,37653,70561,-32908,Break
2023-01-06,00006,1266815,6930,AFN,Deferred Costs,Deferred Costs,71635,74218,-2583,Break
2023-01-19,00003,9340552,5975,USD,Deferred Costs,Principal,51794,117979,-66185,Break
2023-01-20,00001,1511259,2351,EUR,Deferred Costs,Deferred Costs,31261,49043,-17782,Break
2023-01-17,00001,7713815,1637,ALL,Principal,Deferred Costs,119684,94656,25028,Break
2023-01-19,00003,2823929,6554,EUR,Principal,Deferred Costs,83732,76939,6793,Break
2023-01-20,00001,5519058,5773,AFN,Principal,Deferred Costs,41413,35585,5828,Break
2023-01-14,00004,9533450,4016,EUR,Principal,Principal,77267,106593,-29326,Break
2023-01-21,00004,3815618,4164,EUR,Deferred Costs,Deferred Costs,88235,97322,-9087,Break
2023-01-12,00004,5897821,2006,AFN,Deferred Costs,Deferred Costs,76471,98839,-22368,Break
2023-01-02,00004,1122781,6468,EUR,Principal,Principal,71520,105956,-34436,Break
2023-01-28,00006,4342563,2636,ISO-4217,Deferred Costs,Principal,111908,113341,-1433,Break
2023-01-19,00006,6822159,2567,ISO-4217,Deferred Costs,Principal,107197,52537,54660,Break
2023-01-18,00006,3343543,3383,USD,Principal,Principal,37926,96752,-58826,Break
2023-01-18,00003,9580624,6332,EUR,Deferred Costs,Deferred Costs,107129,60160,46969,Break
2023-01-27,00005,9216751,3815,ISO-4217,Principal,Deferred Costs,54386,73195,-18809,Break
2023-01-27,00001,9957675,5989,AFN,Principal,Principal,98423,54197,44226,Break
2023-01-26,00005,2585051,6273,USD,Deferred Costs,Deferred Costs,97492,56122,41370,Break
2023-01-15,00005,2280395,3344,ISO-4217,Principal,Principal,61631,59184,2447,Break
2023-01-28,00003,2226007,4649,ALL,Principal,Deferred Costs,69796,101802,-32006,Break
2023-01-16,00002,9696185,1491,EUR,Deferred Costs,Principal,85114,108303,-23189,Break
2023-01-30,00002,4587851,6288,ISO-4217,Principal,Deferred Costs,62822,62832,-10,Break
2023-01-29,00002,4471148,5412,ALL,Deferred Costs,Principal,118187,57620,60567,Break
2023-01-05,00005,3698443,4141,USD,Deferred Costs,Principal,55097,36331,18766,Break
2023-01-08,00004,6593576,2277,EUR,Principal,Deferred Costs,73198,106343,-33145,Break
2023-01-02,00001,4908575,5593,USD,Principal,Deferred Costs,103905,108908,-5003,Break
2023-01-05,00003,6394036,3344,ALL,Principal,Deferred Costs,90417,93085,-2668,Break
2023-01-10,00001,3609312,3088,ISO-4217,Principal,Principal,40947,103600,-62653,Break
2023-01-20,00004,8207364,4006,USD,Principal,Principal,36507,113337,-76830,Break
2023-01-26,00004,6932354,4828,USD,Principal,Deferred Costs,49498,84229,-34731,Break
2023-01-23,00006,7687955,2468,ISO-4217,Principal,Principal,42860,115155,-72295,Break
2023-01-08,00004,9010592,5722,AFN,Principal,Deferred Costs,47635,102616,-54981,Break
2023-01-16,00003,6970054,3910,INR,Principal,Deferred Costs,73544,53051,20493,Break
2023-01-01,00004,7030412,5716,ALL,Deferred Costs,Principal,86809,119210,-32401,Break
2023-01-30,00003,3687317,3632,EUR,Deferred Costs,Principal,119184,81857,37327,Break
2023-01-12,00001,5244169,6187,EUR,Principal,Principal,114913,94379,20534,Break
2023-01-25,00006,3915465,2502,ALL,Principal,Principal,110327,31889,78438,Break
2023-01-21,00004,4180882,2011,EUR,Deferred Costs,Principal,61385,74962,-13577,Break
2023-01-08,00006,2023427,3811,ISO-4217,Deferred Costs,Principal,90700,77798,12902,Break
2023-01-18,00004,6346324,3611,ISO-4217,Principal,Deferred Costs,44665,115891,-71226,Break
2023-01-08,00004,2607336,4095,USD,Principal,Principal,32522,36388,-3866,Break
2023-01-26,00004,6491437,2429,ALL,Deferred Costs,Deferred Costs,80679,66492,14187,Break
2023-01-30,00006,9821409,6943,AFN,Principal,Principal,54181,100517,-46336,Break
2023-01-16,00004,1743439,3767,USD,Deferred Costs,Deferred Costs,91483,34608,56875,Break
2023-01-19,00002,1943094,4092,INR,Principal,Deferred Costs,81884,90313,-8429,Break
2023-01-23,00003,9723158,5944,USD,Deferred Costs,Deferred Costs,103505,42578,60927,Break
2023-01-17,00004,6575360,2435,AFN,Principal,Deferred Costs,73090,87006,-13916,Break
2023-01-17,00006,6054396,1556,EUR,Principal,Principal,101564,30638,70926,Break
2023-01-27,00005,3336103,1156,AFN,Deferred Costs,Deferred Costs,78182,114429,-36247,Break
2023-01-13,00004,1775459,2002,USD,Principal,Deferred Costs,37254,32331,4923,Break
2023-01-02,00005,2565064,3088,AFN,Deferred Costs,Principal,36336,118576,-82240,Break
2023-01-21,00004,5344648,4858,INR,Deferred Costs,Principal,54826,110579,-55753,Break
2023-01-19,00001,5710782,5710,ALL,Deferred Costs,Deferred Costs,34726,118539,-83813,Break
2023-01-10,00006,2705454,5834,USD,Deferred Costs,Principal,104685,83873,20812,Break
2023-01-19,00006,2317089,1866,ISO-4217,Deferred Costs,Principal,76082,99706,-23624,Break
2023-01-05,00006,9122745,2693,ALL,Principal,Principal,42561,89973,-47412,Break
2023-01-17,00006,7962089,3025,INR,Principal,Deferred Costs,101521,118552,-17031,Break
2023-01-02,00006,4523928,3319,INR,Deferred Costs,Deferred Costs,77990,85185,-7195,Break
2023-01-16,00006,8163840,3949,ALL,Deferred Costs,Deferred Costs,81898,57105,24793,Break
2023-01-19,00001,7734639,1269,USD,Principal,Principal,82374,86687,-4313,Break
2023-01-29,00006,8268170,4121,INR,Principal,Principal,38466,39228,-762,Break
2023-01-20,00002,6729257,6965,USD,Deferred Costs,Deferred Costs,109471,44996,64475,Break
2023-01-27,00005,7713917,6907,USD,Principal,Principal,90807,92095,-1288,Break
2023-01-11,00006,4180750,6116,ALL,Deferred Costs,Deferred Costs,55032,36700,18332,Break
2023-01-08,00006,8794395,2853,USD,Principal,Principal,101406,118728,-17322,Break
2023-01-30,00004,9189694,1322,AFN,Principal,Deferred Costs,105580,98863,6717,Break
2023-01-24,00003,2847929,5632,USD,Deferred Costs,Deferred Costs,40789,31163,9626,Break
2023-01-26,00002,9656040,6483,USD,Principal,Deferred Costs,112802,30249,82553,Break
2023-01-04,00004,6817147,6345,INR,Principal,Principal,48690,115930,-67240,Break
2023-01-24,00001,7556053,6280,INR,Deferred Costs,Principal,50894,79806,-28912,Break
2023-01-11,00002,2573196,5192,EUR,Principal,Principal,69738,119390,-49652,Break
2023-01-22,00004,3026998,6304,EUR,Principal,Principal,32266,58984,-26718,Break
2023-01-09,00003,2157184,6175,ALL,Deferred Costs,Deferred Costs,101904,100409,1495,Break
2023-01-13,00003,2646605,2517,ALL,Principal,Deferred Costs,72293,74781,-2488,Break
2023-01-17,00001,6575917,2452,USD,Deferred Costs,Principal,66843,46244,20599,Break
2023-01-07,00006,4531350,6425,EUR,Principal,Principal,47805,80155,-32350,Break
2023-01-07,00002,4805848,5559,INR,Principal,Deferred Costs,73300,33608,39692,Break
2023-01-29,00006,3803666,5497,USD,Principal,Principal,106980,63120,43860,Break
2023-01-07,00002,8825694,6903,ISO-4217,Principal,Deferred Costs,109112,101489,7623,Break
2023-01-05,00005,5051078,2499,EUR,Deferred Costs,Deferred Costs,36614,82081,-45467,Break
2023-01-04,00004,8454356,6385,INR,Deferred Costs,Deferred Costs,46449,37739,8710,Break
2023-01-08,00006,3529680,6971,USD,Principal,Deferred Costs,45070,102321,-57251,Break
2023-01-12,00005,1230257,4514,INR,Deferred Costs,Principal,86813,45403,41410,Break
2023-01-24,00004,4940839,1964,AFN,Deferred Costs,Principal,119686,39312,80374,Break
2023-01-21,00004,8694807,1543,ALL,Principal,Deferred Costs,102603,113226,-10623,Break
2023-01-23,00005,7648797,4268,INR,Deferred Costs,Deferred Costs,114357,81005,33352,Break
2023-01-05,00006,1251229,2185,INR,Principal,Principal,60582,84705,-24123,Break
2023-01-05,00002,5936083,6692,AFN,Deferred Costs,Principal,33059,41881,-8822,Break
2023-01-19,00005,9089884,5946,EUR,Principal,Principal,41712,45458,-3746,Break
2023-01-26,00003,2328274,4745,INR,Principal,Deferred Costs,63618,117905,-54287,Break
2023-01-16,00001,2021183,1512,EUR,Deferred Costs,Deferred Costs,99748,45660,54088,Break
2023-01-29,00005,6137741,3646,USD,Deferred Costs,Deferred Costs,64847,71693,-6846,Break
2023-01-24,00006,5473870,4783,ISO-4217,Deferred Costs,Principal,39724,43222,-3498,Break
2023-01-21,00003,1914239,6155,INR,Deferred Costs,Deferred Costs,113047,101560,11487,Break
2023-01-26,00004,6839698,4381,ALL,Principal,Deferred Costs,115435,75080,40355,Break
2023-01-24,00002,6544865,3598,AFN,Principal,Deferred Costs,86066,116701,-30635,Break
2023-01-01,00004,5046060,3164,ALL,Principal,Principal,103046,118567,-15521,Break
2023-01-06,00005,5356054,2107,INR,Deferred Costs,Principal,43071,102667,-59596,Break
2023-01-24,00003,9139783,3822,ALL,Deferred Costs,Principal,103993,69629,34364,Break
2023-01-22,00005,8305412,3469,ISO-4217,Deferred Costs,Deferred Costs,60900,106965,-46065,Break
2023-01-12,00002,2709487,1005,INR,Principal,Principal,105307,109752,-4445,Break
2023-01-20,00006,1918406,3176,ALL,Principal,Principal,47501,49381,-1880,Break
2023-01-28,00003,7900118,6170,USD,Principal,Deferred Costs,66153,89842,-23689,Break
2023-01-08,00002,3950615,5833,ISO-4217,Principal,Principal,65665,62664,3001,Break
2023-01-19,00004,1424811,3682,AFN,Principal,Principal,88808,82199,6609,Break
2023-01-21,00006,9488440,6592,AFN,Principal,Principal,101335,44732,56603,Break
2023-01-17,00005,3495709,5012,AFN,Principal,Deferred Costs,108559,30577,77982,Break
2023-01-04,00002,3603777,2495,EUR,Principal,Principal,81943,39628,42315,Break
2023-01-26,00005,8860860,4155,INR,Deferred Costs,Principal,30305,86681,-56376,Break
2023-01-14,00001,3400390,4967,INR,Deferred Costs,Deferred Costs,75892,62898,12994,Break
2023-01-01,00001,7780975,4514,INR,Principal,Deferred Costs,48428,48229,199,Break
2023-01-14,00005,9998401,2245,INR,Deferred Costs,Principal,78035,50806,27229,Break
2023-01-15,00002,8498778,2383,EUR,Principal,Principal,101351,104286,-2935,Break
2023-01-18,00006,7172511,3532,INR,Deferred Costs,Principal,38784,70361,-31577,Break
2023-01-08,00001,8396708,3151,AFN,Deferred Costs,Principal,112955,72648,40307,Break
2023-01-10,00004,3051912,2716,ISO-4217,Deferred Costs,Deferred Costs,77975,64526,13449,Break
2023-01-07,00001,3057000,2159,USD,Principal,Principal,88006,50813,37193,Break
2023-01-27,00006,2902885,3482,USD,Deferred Costs,Deferred Costs,42859,52826,-9967,Break
